# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
80                      	smoothSolver	4.8616142117170622e-02	3.4366327662495358e-03	6	1.0596223649473389e-01	8.0521431878794337e-03	6	false	smoothSolver	9.2398416731451216e-03	6.9048153039068976e-04	2	true	smoothSolver	3.7549443914863101e-04	2.1803314149781151e-05	2	true	GAMG	8.3091954021381420e-02	6.0764122600679626e-03	3	true
81                      	smoothSolver	4.9456353979379211e-02	3.4763933235221031e-03	6	1.0286353403416260e-01	7.8540946420743059e-03	6	false	smoothSolver	9.1276038895654645e-03	6.6281984576661553e-04	2	true	smoothSolver	3.5878761649710131e-04	2.0622597603930659e-05	2	true	GAMG	8.3178474431767069e-02	6.4259891627948601e-03	3	true
82                      	smoothSolver	5.0157451299546733e-02	3.5771468293166590e-03	6	9.9249330415048256e-02	7.7973049905090512e-03	6	false	smoothSolver	9.0690785670568142e-03	6.9393307867973339e-04	2	true	smoothSolver	3.4859322023113358e-04	2.0672150100303519e-05	2	true	GAMG	8.1851844101662075e-02	6.3338636994709711e-03	3	true
83                      	smoothSolver	5.0066784909090743e-02	3.6812720592140922e-03	6	9.5790394313634772e-02	7.7787783324028154e-03	6	false	smoothSolver	9.0553435305971985e-03	6.7607993637756295e-04	2	true	smoothSolver	3.4284397451746722e-04	2.0627950871829179e-05	2	true	GAMG	8.1612008870500324e-02	6.2603218005795637e-03	3	true
84                      	smoothSolver	4.9717127103804368e-02	3.7712061980010271e-03	6	9.2381625162839043e-02	7.7779471561993220e-03	6	false	smoothSolver	9.1184694135570624e-03	6.9373162229297838e-04	2	true	smoothSolver	3.3821230597931681e-04	2.0368373577626691e-05	2	true	GAMG	8.3801682332574873e-02	6.0667123328697753e-03	3	true
85                      	smoothSolver	4.9777570760631787e-02	3.8801516832897248e-03	6	8.9182401350337365e-02	7.7771311403264497e-03	6	false	smoothSolver	9.1845256611510218e-03	6.8386081012580444e-04	2	true	smoothSolver	3.3794542067660361e-04	1.9163180977248202e-05	2	true	GAMG	8.5621611685066240e-02	5.9311128751298138e-03	3	true
86                      	smoothSolver	5.0473334429962560e-02	4.0067379460877626e-03	6	8.6228211400532634e-02	7.7426674312745317e-03	6	false	smoothSolver	9.2604102889267802e-03	7.1012988541444282e-04	2	true	smoothSolver	3.3543099471540901e-04	1.9379434436258349e-05	2	true	GAMG	8.7391400506516614e-02	6.0567719817810886e-03	3	true
87                      	smoothSolver	5.1199530513236648e-02	4.1163940357109036e-03	6	8.3508068451789944e-02	7.6847420746733444e-03	6	false	smoothSolver	9.3088319506940131e-03	7.2617013612169567e-04	2	true	smoothSolver	3.3046505792324601e-04	1.8696294850473418e-05	2	true	GAMG	8.8252445215246486e-02	6.2468574154542003e-03	3	true
88                      	smoothSolver	5.1706026107287639e-02	4.1814309486327174e-03	6	8.0694221226204774e-02	7.5882182795096124e-03	6	false	smoothSolver	9.2998096865724075e-03	7.1190094965252416e-04	2	true	smoothSolver	3.2591203461625488e-04	1.8131513511153080e-05	2	true	GAMG	8.8519072421206754e-02	5.9442714298140967e-03	3	true
89                      	smoothSolver	5.1676340428272058e-02	4.2011975495627931e-03	6	7.7872816679719237e-02	7.4490766107448564e-03	6	false	smoothSolver	9.2775853448496814e-03	7.1323047865898791e-04	2	true	smoothSolver	3.2336394313403621e-04	1.7609623654406340e-05	2	true	GAMG	8.6117311675179137e-02	6.0560342252791496e-03	3	true
90                      	smoothSolver	5.1181898324076852e-02	4.1609043647781278e-03	6	7.4993306544664448e-02	7.3158631968849976e-03	6	false	smoothSolver	9.1741583633977684e-03	6.8763920873021528e-04	2	true	smoothSolver	3.1848546064802751e-04	1.7215811143011090e-05	2	true	GAMG	8.4085385925781422e-02	6.1045412349372656e-03	3	true
91                      	smoothSolver	5.0467591846572422e-02	4.0589478239263449e-03	6	7.2888498298774987e-02	7.2354483778732511e-03	6	false	smoothSolver	9.0583339384545103e-03	6.7682188525484575e-04	2	true	smoothSolver	3.1205267157503901e-04	1.6978467138493021e-05	2	true	GAMG	8.1057801564951223e-02	5.6551667721441686e-03	3	true
92                      	smoothSolver	4.9144711825036033e-02	3.8852324155251401e-03	6	7.2040320056953641e-02	5.0908056877988252e-03	7	false	smoothSolver	8.9169690082813950e-03	6.6390276042597432e-04	2	true	smoothSolver	3.0657121639576091e-04	1.7319750460716598e-05	2	true	GAMG	7.9177796665082359e-02	5.5410226364125837e-03	3	true
93                      	smoothSolver	4.7650985048869172e-02	3.7044761048398160e-03	6	7.1007435136974509e-02	5.0663075918911020e-03	7	false	smoothSolver	8.7193712103420112e-03	6.4627750560945123e-04	2	true	smoothSolver	2.9962699957646391e-04	1.6731438574652431e-05	2	true	GAMG	7.4954290462634771e-02	5.2574434334983688e-03	3	true
94                      	smoothSolver	4.5574388413028848e-02	3.4882599979847179e-03	6	6.9810978631892256e-02	5.0655603546528854e-03	7	false	smoothSolver	8.5385746997256214e-03	6.2189020571833944e-04	2	true	smoothSolver	2.9414004170760018e-04	1.6513420149999121e-05	2	true	GAMG	6.6963714685325137e-02	4.7487237216290437e-03	3	true
95                      	smoothSolver	4.3371433319783249e-02	3.2605947363402010e-03	6	6.9342094163109505e-02	5.0821152333560141e-03	7	false	smoothSolver	8.3000116274613966e-03	6.0127684582560160e-04	2	true	smoothSolver	2.9118483389404122e-04	1.7131619633020430e-05	2	true	GAMG	5.8313505124620670e-02	4.0836585224786571e-03	3	true
96                      	smoothSolver	4.1356257554256128e-02	3.0497836022032238e-03	6	6.9239958792077991e-02	5.1079282221878856e-03	7	false	smoothSolver	8.0974618460183580e-03	5.9311773582471680e-04	2	true	smoothSolver	2.8898602588496152e-04	1.6862283923817100e-05	2	true	GAMG	5.4211078573268408e-02	3.8541730910175418e-03	3	true
97                      	smoothSolver	3.9472338656405093e-02	2.8705768059988290e-03	6	6.9052437117481880e-02	5.1267847642573377e-03	7	false	smoothSolver	7.9068849220642508e-03	5.8472352986608112e-04	2	true	smoothSolver	2.8800667908202129e-04	1.7024332476596179e-05	2	true	GAMG	5.0859025077400123e-02	3.7446042620843658e-03	3	true
98                      	smoothSolver	3.7922698809935998e-02	2.7334919665405119e-03	6	6.8567421086627570e-02	5.1233050502441438e-03	7	false	smoothSolver	7.7051450588002026e-03	5.9026320272885806e-04	2	true	smoothSolver	2.8387255863014248e-04	1.6736067622026441e-05	2	true	GAMG	4.7997586595095648e-02	3.7412519681779490e-03	3	true
99                      	smoothSolver	3.6836340745758263e-02	2.6553811382612918e-03	6	6.7924340605682365e-02	5.0996713964232918e-03	7	false	smoothSolver	7.5686983008888481e-03	6.0485261335159717e-04	2	true	smoothSolver	2.8044418785234818e-04	1.6911573360334421e-05	2	true	GAMG	4.5121804356744441e-02	3.6434515576227980e-03	3	true
100                     	smoothSolver	3.6083441960145082e-02	2.6287546985512512e-03	6	6.7157641112843156e-02	5.0664393152952958e-03	7	false	smoothSolver	7.4197438966327042e-03	6.2359671747229883e-04	2	true	smoothSolver	2.7389868279918949e-04	1.7051499790133900e-05	2	true	GAMG	4.2036942103070622e-02	3.4927555761845828e-03	3	true
101                     	smoothSolver	3.5597842838469992e-02	2.6350643642340191e-03	6	6.6424380714917297e-02	5.0361922636445507e-03	7	false	smoothSolver	7.2391985431690077e-03	6.3691445218804822e-04	2	true	smoothSolver	2.7293176961964652e-04	1.7863021958657659e-05	2	true	GAMG	3.8795231459874902e-02	3.3194221111461312e-03	3	true
102                     	smoothSolver	3.5319667640605693e-02	2.6654356688383422e-03	6	6.5681018058548382e-02	5.0109382645281116e-03	7	false	smoothSolver	7.1429918520213454e-03	6.9938160772882495e-04	2	true	smoothSolver	2.6386773008669080e-04	1.8495114146723349e-05	2	true	GAMG	3.5741350935696158e-02	3.1307200726452111e-03	3	true
103                     	smoothSolver	3.5200487112805622e-02	2.7157053031946930e-03	6	6.5006315889715630e-02	4.9914304438501483e-03	7	false	smoothSolver	7.1221364672440970e-03	3.7642090257771030e-04	3	true	smoothSolver	2.5138957203384410e-04	1.8342017424296691e-05	2	true	GAMG	3.3492064844550903e-02	2.9788117935135171e-03	3	true
104                     	smoothSolver	3.5181214248047023e-02	2.7729308957942429e-03	6	6.4400029232590222e-02	4.9712736673870736e-03	7	false	smoothSolver	7.1456651871718447e-03	4.3441428407986341e-04	3	true	smoothSolver	2.4349759502251150e-04	1.8086746091675321e-05	2	true	GAMG	3.2356300802422577e-02	2.9101341742714809e-03	3	true
105                     	smoothSolver	3.5166405869570851e-02	2.8311019353930772e-03	6	6.3977737516210678e-02	4.9583696280589180e-03	7	false	smoothSolver	7.2375285688889819e-03	5.0080560002410072e-04	3	true	smoothSolver	2.4175160556193221e-04	1.8541879133981261e-05	2	true	GAMG	3.1929906999514868e-02	2.8180232111195379e-03	3	true
106                     	smoothSolver	3.5172692561585020e-02	2.8864562995515501e-03	6	6.3547934634293660e-02	4.9425701082213558e-03	7	false	smoothSolver	7.4244959509751421e-03	5.8570401417261039e-04	3	true	smoothSolver	2.3712061620790480e-04	1.8316434535592271e-05	2	true	GAMG	3.2010537541276148e-02	2.7719494939937288e-03	3	true
107                     	smoothSolver	3.5171870190080223e-02	2.9266302056238508e-03	6	6.3028929702531739e-02	4.9177997899169709e-03	7	false	smoothSolver	7.6513576460684081e-03	6.8852627657053347e-04	3	true	smoothSolver	2.3527747290334191e-04	1.8784944594012450e-05	2	true	GAMG	3.2604131202067323e-02	2.7816389957598490e-03	3	true
108                     	smoothSolver	3.5165011823309993e-02	2.9536608519232241e-03	6	6.2536884669821061e-02	4.8928846051982441e-03	7	false	smoothSolver	7.9618940087105034e-03	5.2451214138452375e-04	4	true	smoothSolver	2.3307191605344979e-04	1.8560236419392430e-05	2	true	GAMG	3.3774730599414937e-02	2.8503597896522661e-03	3	true
109                     	smoothSolver	3.5101205346133868e-02	2.9715156049936451e-03	6	6.2013760916269423e-02	4.8628561835124843e-03	7	false	smoothSolver	8.4239696278411696e-03	6.3099140609245883e-04	4	true	smoothSolver	2.3349204540536509e-04	1.8799572904553541e-05	2	true	GAMG	3.5341704281452661e-02	3.0407547941532489e-03	3	true
110                     	smoothSolver	3.5041804243603369e-02	2.9917189659119559e-03	6	6.1490242434311240e-02	4.8388691611345571e-03	7	false	smoothSolver	9.0114418515118630e-03	7.4788637110348715e-04	4	true	smoothSolver	2.3175841843780680e-04	1.9299784326998310e-05	2	true	GAMG	3.6490024443737328e-02	3.1662021671737019e-03	3	true
111                     	smoothSolver	3.5008236092367619e-02	3.0172676178749410e-03	6	6.0842844969785558e-02	4.7930013020782199e-03	7	false	smoothSolver	9.8237721252663352e-03	8.7713103642379038e-04	4	true	smoothSolver	2.3638811656046099e-04	2.0143258583229841e-05	2	true	GAMG	3.7964374263319778e-02	3.3259279830945999e-03	3	true
112                     	smoothSolver	3.4971066138493670e-02	3.0440889862459511e-03	6	5.9892836823193338e-02	4.7149523210843957e-03	7	false	smoothSolver	1.0607562527372140e-02	1.0111307493168380e-03	4	true	smoothSolver	2.3785662591658849e-04	2.0753164523070480e-05	2	true	GAMG	4.0421703570361130e-02	3.5851596578959271e-03	3	true
113                     	smoothSolver	3.4971598255409707e-02	3.0582749800004620e-03	6	5.8724354643823938e-02	4.6181906680983426e-03	7	false	smoothSolver	1.1340545633826299e-02	8.0007529380820858e-04	5	true	smoothSolver	2.3793976437315009e-04	2.1091793032856690e-05	2	true	GAMG	4.5160397350120993e-02	4.0460520491512001e-03	3	true
114                     	smoothSolver	3.4883075427941862e-02	3.0504792880760739e-03	6	5.7369405367704518e-02	4.5084441929313848e-03	7	false	smoothSolver	1.2025986230624560e-02	8.9658573286610145e-04	5	true	smoothSolver	2.3570720457330181e-04	2.1698899096741531e-05	2	true	GAMG	5.3789685721779008e-02	4.8522486099403499e-03	3	true
115                     	smoothSolver	3.4771852638904442e-02	3.0316233779934662e-03	6	5.6102108705609381e-02	4.4038065547245099e-03	7	false	smoothSolver	1.2603498097274870e-02	9.9147415908523522e-04	5	true	smoothSolver	2.3642056293635670e-04	2.1846304982046949e-05	2	true	GAMG	6.1403003152699670e-02	5.5483388069300296e-03	3	true
116                     	smoothSolver	3.4620281853433091e-02	3.0027159509103478e-03	6	5.4835134261517753e-02	4.3020809371111593e-03	7	false	smoothSolver	1.3154716000226319e-02	1.0799922995472029e-03	5	true	smoothSolver	2.3419487419819120e-04	2.2454829681331310e-05	2	true	GAMG	4.6847337178021482e-02	4.2428605198575877e-03	3	true
117                     	smoothSolver	3.4386764350396982e-02	2.9620632436646449e-03	6	5.3693740966436247e-02	4.2141954596194584e-03	7	false	smoothSolver	1.3585748481529091e-02	1.1550020276946669e-03	5	true	smoothSolver	2.2801785895092480e-04	2.2224410978353741e-05	2	true	GAMG	3.7762726397559322e-02	3.3878677411126718e-03	3	true
118                     	smoothSolver	3.4071503024457737e-02	2.9137087712413582e-03	6	5.2690660364914238e-02	4.1470352799089791e-03	7	false	smoothSolver	1.3968027936937209e-02	1.2139303826974679e-03	5	true	smoothSolver	2.2615313779728410e-04	2.2342857584561359e-05	2	true	GAMG	3.1315756494044271e-02	2.7655255621967401e-03	3	true
119                     	smoothSolver	3.3640980904045298e-02	2.8573314650411040e-03	6	5.1843666118123133e-02	4.1022572910493701e-03	7	false	smoothSolver	1.4322830668652170e-02	1.2639633317453941e-03	5	true	smoothSolver	2.2809929259439180e-04	2.2175671038794291e-05	2	true	GAMG	2.6716996953323260e-02	2.2991199264261551e-03	3	true
120                     	smoothSolver	3.3056677536274053e-02	2.7948638015152841e-03	6	5.1116865370923747e-02	4.0741088467818034e-03	7	false	smoothSolver	1.4660472227461190e-02	1.3032345913671630e-03	5	true	smoothSolver	2.2651282877103531e-04	2.2027988841777901e-05	2	true	GAMG	2.3368438229257101e-02	1.9620806329717850e-03	3	true
121                     	smoothSolver	3.2340622587208163e-02	2.7291725286908890e-03	6	5.0506576439486479e-02	4.0570051685996479e-03	7	false	smoothSolver	1.5008669143183811e-02	1.3354323893594981e-03	5	true	smoothSolver	2.2608527828302670e-04	2.2126076929685449e-05	2	true	GAMG	2.1195841767342401e-02	1.7520371888349749e-03	3	true
122                     	smoothSolver	3.1510569834581718e-02	2.6611100317530910e-03	6	4.9994168407821532e-02	4.0504932397067367e-03	7	false	smoothSolver	1.5404209279747651e-02	1.3704312192278150e-03	5	true	smoothSolver	2.2489036544714189e-04	2.2090247520631751e-05	2	true	GAMG	1.9742913158193341e-02	1.6350178837485391e-03	3	true
123                     	smoothSolver	3.0581837404691371e-02	2.6002759039766839e-03	6	4.9621890872076108e-02	4.0592388821262633e-03	7	false	smoothSolver	1.5785493621225489e-02	1.4073615162586101e-03	5	true	smoothSolver	2.2654391771722421e-04	2.2341396084811500e-05	2	true	GAMG	1.8734065897850719e-02	1.5139007701969541e-03	3	true
124                     	smoothSolver	2.9565772699987919e-02	2.5444065581963892e-03	6	4.9389311573450688e-02	4.0857935952198707e-03	7	false	smoothSolver	1.6070964713805910e-02	1.4407562271147750e-03	5	true	smoothSolver	2.2663970793171691e-04	2.2475628130561932e-05	2	true	GAMG	1.7994226943741740e-02	1.4191103128024490e-03	3	true
125                     	smoothSolver	2.8507653082739660e-02	2.4935272144271832e-03	6	4.9307673675006873e-02	4.1322321516431724e-03	7	false	smoothSolver	1.6366051663432291e-02	1.4812585932083740e-03	5	true	smoothSolver	2.2175177729609930e-04	1.2130980137626609e-05	3	true	GAMG	1.7346775185810352e-02	1.3510311199515070e-03	3	true
126                     	smoothSolver	2.7507781246846930e-02	2.4538029297414832e-03	6	4.9520091478111997e-02	4.2081667103250854e-03	7	false	smoothSolver	1.6619564853626909e-02	1.5070872467408370e-03	5	true	smoothSolver	2.2230249455154291e-04	2.2205542904921609e-05	2	true	GAMG	1.6792696708903751e-02	1.3124610624193349e-03	3	true
127                     	smoothSolver	2.6478897263128891e-02	2.4112599835012290e-03	6	4.9771402899626088e-02	4.2891728509348217e-03	7	false	smoothSolver	1.6865358869105340e-02	1.5308687898297610e-03	5	true	smoothSolver	2.8332458110999248e-04	2.3859755835233729e-05	2	true	GAMG	1.6489032325770279e-02	1.2862863510635220e-03	3	true
128                     	smoothSolver	2.5531264906462028e-02	2.3718085677364971e-03	6	5.0256753797987171e-02	4.3883156890658836e-03	7	false	smoothSolver	1.7156108059220191e-02	1.5600927735448941e-03	5	true	smoothSolver	4.0686296429668468e-04	2.5280983269515771e-05	2	true	GAMG	1.6296520342909949e-02	1.2462645741207810e-03	3	true
129                     	smoothSolver	2.4702583658284899e-02	2.3372198045762639e-03	6	5.0903938776234510e-02	4.5029980942500637e-03	7	false	smoothSolver	1.7366719574243811e-02	1.5868036831421151e-03	5	true	smoothSolver	2.3122184356880491e-04	1.3122821672090450e-05	3	true	GAMG	1.6202469061090921e-02	1.1883439939211590e-03	3	true
130                     	smoothSolver	2.4043286970054110e-02	2.3074593695210418e-03	6	5.1737572785860268e-02	4.6301853288948551e-03	7	false	smoothSolver	1.7490836739097019e-02	1.6023384551157520e-03	5	true	smoothSolver	2.2820779376599271e-04	1.2739855877376041e-05	3	true	GAMG	1.6483491858985740e-02	1.1535854978090251e-03	3	true
131                     	smoothSolver	2.3465396556594371e-02	2.2732301522860798e-03	6	5.2565183355714827e-02	4.7483553676711948e-03	7	false	smoothSolver	1.7559058270542299e-02	1.6071972608316500e-03	5	true	smoothSolver	2.2597530717533820e-04	1.2652260999917730e-05	3	true	GAMG	1.7123456331354790e-02	1.1543102845509991e-03	3	true
132                     	smoothSolver	2.2941132436359399e-02	2.2313169687163889e-03	6	5.3377669634218673e-02	4.8529745775734373e-03	7	false	smoothSolver	1.7430746227876121e-02	1.5945758091395180e-03	5	true	smoothSolver	2.2663703872651000e-04	1.2529016958293730e-05	3	true	GAMG	1.7741279097851670e-02	1.1726067547121600e-03	3	true
133                     	smoothSolver	2.2431535515468101e-02	2.1814041789872318e-03	6	5.4149438452074539e-02	4.9452156971590451e-03	7	false	smoothSolver	1.7121103599019891e-02	1.5557996077271579e-03	5	true	smoothSolver	2.2592966638640619e-04	1.2495729630875351e-05	3	true	GAMG	1.8350161554218938e-02	1.2043803211354280e-03	3	true
134                     	smoothSolver	2.1912270632510621e-02	2.1279249206588831e-03	6	5.4886116378865493e-02	5.0265831331024052e-03	7	false	smoothSolver	1.6570011408381130e-02	1.4833379725421351e-03	5	true	smoothSolver	2.3331733849698419e-04	2.3061491323889700e-05	2	true	GAMG	1.8914484383109560e-02	1.2436555759364960e-03	3	true
135                     	smoothSolver	2.1346811458123980e-02	2.0710608357589790e-03	6	5.5441111231924849e-02	5.0856649012316364e-03	7	false	smoothSolver	1.5868324820455859e-02	1.3876902877009210e-03	5	true	smoothSolver	2.2923110788184269e-04	1.2640919479656399e-05	3	true	GAMG	1.9541831639688721e-02	1.3000421172894060e-03	3	true
136                     	smoothSolver	2.0855462290775909e-02	2.0215691439449831e-03	6	5.6062147664542893e-02	5.1373059919900587e-03	7	false	smoothSolver	1.5021562612359110e-02	1.2716288397614940e-03	5	true	smoothSolver	2.2011740273564080e-04	1.1824855297415021e-05	3	true	GAMG	2.0094686310320960e-02	1.3789866303248780e-03	3	true
137                     	smoothSolver	2.0398440230402080e-02	1.9761162466184288e-03	6	5.6484944713829498e-02	5.1659639934984944e-03	7	false	smoothSolver	1.4189565133332870e-02	1.1623276509439020e-03	5	true	smoothSolver	2.1688106655869940e-04	1.1609867330075260e-05	3	true	GAMG	2.0725541366696389e-02	1.4758533731067921e-03	3	true
